Title,Address,District,KT,LB,LT,Price,index
dijual rumah 2 lantai di area buah batu regency,buahbatu,buahbatu,5.0,320,244,2900000000.0,1
"harga mendekati njop, rumah rapi tengah kota kawasan elang, bandung",pajajaran,cicendo,5.0,140,189,2100000000.0,1
dijual rumah 2 lantai banyak kamar ada cctv area sukajadi,sukajadi,sukajadi,7.0,160,210,2700000000.0,1
rumah baru furnished dp murah di perumahan grand sharon bandung,rancasari,rancasari,3.0,82,90,1600000000.0,1
dijual cepat rumah tinggal di sayap cigadung,cigadung,cibeunying kaler,6.0,150,280,2000000000.0,1
"fasilitas super, hunian luxury di kawasan pasir luyu barat, bandung",pasirluyu,regol,4.0,550,441,6800000000.0,1
"super nyaman hunian terawat diarea kumala garden, pasteur, bandung",pasteur,sukajadi,5.0,473,320,4950000000.0,1
rumah dengan konsep gaya hidup new normal di gedebage bandung timur | a 1.10.1.3,gedebage,gedebage,3.0,104,105,2086508070.0,1
rumah dengan area luas dan terintegrasi di kota baru gedebage bandung | a 1.10.2,gedebage,gedebage,4.0,421,375,8346000000.0,1
"rumah dgn fasilitas lengkap,untuk segala aktifitas keluarga di bandung | a 1.10.",gedebage,gedebage,2.0,252,228,4714170000.0,1
rumah mewah siap huni diskon ratusan juta rupiah,rancasari,rancasari,5.0,185,189,4006250000.0,1
rumah dijual strategis burangrang buahbatu bandung,lengkong,lengkong,2.0,40,40,490000000.0,1
dijual rumah cluster di buah batu,buahbatu,buahbatu,4.0,100,100,2000000000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 22,cikutra,cibeunying kidul,2.0,50,60,515000000.0,1
jual vila di awiligar bandung - dekat dago resort,cigadung,cibeunying kaler,3.0,188,266,2000000000.0,1
dijual rumah baru komplek cisaranten dekat antapani strategis,dago,coblong,4.0,155,120,1350000000.0,1
dijual cepat kosan aktif dekat stt telkom transmart buahbatu bandung,buahbatu,buahbatu,14.0,250,180,2500000000.0,1
dijual rumah siap huni nyaman dan mewah arcamanik,cisaranten kulon,arcamanik,5.0,150,150,1300000000.0,1
rumah bagus di komplek cigadung bandung,cigadung,cibeunying kaler,4.0,210,123,2500000000.0,1
rumah bagus 2 lantai di antapani bandung,antapani,antapani,3.0,83,86,1250000000.0,1
rumah istimewa kota bandung posisi hook cilengkrang city view 2,ujungberung,ujungberung,3.0,92,123,1189000000.0,1
"komp. riung bandung, jl saluyu indah, cipamokolan. rumah di bandung",gedebage,gedebage,3.0,120,66,600000000.0,1
dijual rumah sayap pasteur sukajadi bandung,sukajadi,sukajadi,3.0,98,180,1300000000.0,1
rumah cantik siap huni dekat rs al-islam bandung,rancasari,rancasari,3.0,82,90,1400000000.0,1
di jual rumah kost full furnish lokasi strategis di bandung,malabar,lengkong,11.0,140,161,2700000000.0,1
dijual rumah 3 lantai minimalis di forres hill dago pakar,dago,coblong,4.0,240,180,1700000000.0,1
"rumah kantor sayap buahbatu siap huni, good location.",lengkong,lengkong,4.0,203,190,2500000000.0,1
"rumah murah hrg dibawah njop  dkt ciigadung, ligar, bandung utara",coblong,coblong,3.0,200,252,1395000000.0,1
for sale rumah unfurnish 2 lantai siap bawa barang sendiri,ledeng,cidadap,3.0,175,205,2850000000.0,1
ready rumah pasir layung bandung lokasi strategis,pasirlayung,cibeunying kidul,4.0,280,400,2599000000.0,1
"komp. bumi panyileukan, gedebage, soetta, uin. rumah di bandung timur",panyileukan,panyileukan,2.0,40,60,220000000.0,1
dijual murah rumah di bkr kembar regol sriwijaya,regol,regol,5.0,300,394,2800000000.0,1
rumah dijual murah 1.35m,buahbatu,buahbatu,4.0,150,91,1350000000.0,1
rumah baru kota bandung dekat exit tol pasteur nyaman strategis,antapani,antapani,3.0,70,83,1490000000.0,1
juqk cepat rumah siap huni di bojongsoang cikoneng,buahbatu,buahbatu,5.0,116,136,775000000.0,1
investasi dunia akhirat untuk kenyamanan keluarga tercinta di igg,antapani,antapani,2.0,30,64,268200000.0,1
perumahan baru islamic green garden 300 meter dari rencana exit tol,dago,coblong,2.0,52,65,378199000.0,1
rumah baru 2 lantai di cisaranten kulon arcamanik bandung,cisaranten kulon,arcamanik,3.0,105,100,1200000000.0,1
dijual rumah mewah 2 lt di cinunuk bandung.,cibiru,cibiru,3.0,70,60,700000000.0,1
new type podomoro park bandung 2 kamar tidur,buahbatu,buahbatu,2.0,36,60,990990990.0,1
rumah di mekarwangi bandung,bojongloa kidul,bojongloa kidul,5.0,168,150,3150000000.0,1
perumahan cluster mekarwangi bandung siap huni,bojongloa kidul,bojongloa kidul,4.0,170,150,2950505000.0,1
rumah mewah mekarwangi dekat gerbang tol toha,bojongloa kidul,bojongloa kidul,4.0,250,200,3350707000.0,1
rumah strategis antapani kota bandung harga nego,antapani,antapani,7.0,200,200,3500000000.0,1
rumah mewah kinanti,lengkong,lengkong,8.0,580,320,7600000000.0,1
dijual rumah komplek sumbersari lingkungan nyaman,babakan ciparay,babakan ciparay,4.0,150,217,2300000000.0,1
jual rumah taman sari bukit bandung - ujung berung,ujungberung,ujungberung,2.0,75,200,2000000000.0,1
rumah elegan 2 lantai dikawasan dago cigadung,cigadung,cibeunying kaler,5.0,160,138,2400000000.0,1
rumah lux btari premium summarecon gedebage bandung,gedebage,gedebage,4.0,210,162,5450000000.0,1
rumah transtmart buah batu,buahbatu,buahbatu,6.0,200,120,1500000000.0,1
dijual rumah di jl. batik kumeli,cibeunying kaler,cibeunying kaler,6.0,250,364,4900000000.0,1
dijual rumahminimalis 2 lantai di cimahi dekat tol pasteur,pasteur,sukajadi,3.0,105,153,1750000000.0,1
harga murah cluster baru dijual segera daerah batara ujung berung,ujungberung,ujungberung,2.0,45,72,554000000.0,1
siap huni rumah cahaya tipe anantya,rancasari,rancasari,2.0,42,72,1037000000.0,1
rumah mewah di arcamanik murah dekat sport jabar,arcamanik,arcamanik,5.0,490,718,4000000000.0,1
rumah dijual di ujungberung komplek sukup baru,antapani,antapani,4.0,112,160,1400000000.0,1
dijual rumah cantik di area pajajaran,pajajaran,cicendo,5.0,280,390,10500000000.0,1
dijual rumah strategis di area taman kopo indah 1,kopo,bojongloa kaler,3.0,125,72,1150000000.0,1
jual rumah di citra green dago,dago,coblong,5.0,220,550,3800000000.0,1
dijual rumah strategis area taman kopo indah,kopo,bojongloa kaler,3.0,160,102,1875000000.0,1
rumah dijual cepat palem permai terawat siap huni,antapani,antapani,3.0,126,168,1500000000.0,1
padasuka perumahan samha rumah baru di bandung,cikutra,cibeunying kidul,2.0,36,93,450000000.0,1
rumah mewah hegarsari,hegarmanah,cidadap,5.0,600,577,12000000000.0,1
rumah tinggal 2 lantai jl suryalaya buah batu kota bandung jawa barat,lengkong,lengkong,5.0,390,379,5500000000.0,1
"""",antapani,antapani,3.0,75,98,850000000.0,1
rumah mewah pondok hijau setiabudi bandung shm,ledeng,cidadap,5.0,321,287,3700000000.0,1
dijual kilat rumah minimalis siap huni harga murah arcamanik,arcamanik,arcamanik,2.0,40,72,580000000.0,1
dijual rumah murah luas tanah besar 205 di cijambe,pasirjati,ujungberung,4.0,150,205,850000000.0,1
iluvia 2 private klaster cisaranten kulon arcamanik bandung kota,arcamanik,arcamanik,3.0,70,60,745000000.0,1
dijual rumah 2 lantai. bangunan kokoh dan asri,batununggal,bandung kidul,4.0,200,240,3750000000.0,1
"murah, arcamanik bandung",arcamanik,arcamanik,5.0,180,176,1250000000.0,1
harga 1man sudah dapat rumah mewah 2lantai di kota bandung,rancasari,rancasari,3.0,80,72,1100000000.0,1
jual rumah bagus semi furnish di geger kalong,gegerkalong,sukasari,3.0,130,124,2250000000.0,1
dijual murah rumah di komplek pratista antapani bandung,antapani,antapani,3.0,98,119,900000000.0,1
jual rumah strategis di cisaranten,arcamanik,arcamanik,5.0,140,150,1250000000.0,1
dijual rumah di singgasana pradana mekar wangi murahhh,mekarwangi,bojongloa kidul,5.0,267,210,2950000000.0,1
dijual rumah di jalan sadang serang,dago,coblong,6.0,240,166,3050000000.0,1
dijual rumah mewah open space halaman luas,arcamanik,arcamanik,4.0,480,333,5750000000.0,1
dijual rumah lux di komplek bbr buahbatu regency bandung,buahbatu,buahbatu,5.0,244,320,3000000000.0,1
dijual super murah rumah di batununggal indah,batununggal,bandung kidul,5.0,560,375,6300000000.0,1
rumah bagus di ujung berung bandung,ujungberung,ujungberung,2.0,45,70,609000000.0,1
rumah siap huni taman kopo indah,batununggal,bandung kidul,3.0,153,153,1850000000.0,1
jarang ada rumah murah 2 lt di panyileukan dkt cibiru gedebage,panyileukan,panyileukan,4.0,120,102,950000000.0,1
rumah ready stok di cipamokolan gedebage kota bandung,gedebage,gedebage,3.0,55,72,980000000.0,1
rumah bagus diturangga siap huni murah,turangga,lengkong,4.0,300,255,2200000000.0,1
rumah strategis di cisaranten endah bandung timur,cisaranten wetan,cinambo,5.0,140,150,1250000000.0,1
rumah murah njop burangrang,lengkong,lengkong,7.0,200,178,1500000000.0,1
rumah mewah siap huni ciwaruga dkt setiabudi  bandung,ledeng,cidadap,3.0,155,135,1500000000.0,1
dijual rumah siap huni minimalis harga 500jtan di jln soekarno hatta,cinambo,cinambo,2.0,42,72,595000000.0,1
dijual rumah minimalis modern siap huni di antapani,antapani,antapani,5.0,225,229,3500000000.0,1
dijual rumah modern  komplek graha padasuka view kota bandung,cibeunying kidul,cibeunying kidul,5.0,250,180,2500000000.0,1
jual rumah di rancasari,rancasari,rancasari,9.0,130,200,2500000000.0,1
jual rumah strategis di antapani,antapani,antapani,3.0,98,119,900000000.0,1
jual rumah di turangga,turangga,lengkong,5.0,150,210,2600000000.0,1
rumah murah minimalis bisa kpr di cluster mahkota cileunyi,panyileukan,panyileukan,2.0,90,119,881000000.0,1
rumah indent murah dekat jalan tol cileunyi,cibiru,cibiru,2.0,90,119,881000000.0,1
"rumah klasik minimalis sukaluyu, sidomulyo, good location",sukaluyu,cibeunying kaler,3.0,200,290,3000000000.0,1
cluster premium living dekat campus telkom,buahbatu,buahbatu,4.0,172,176,5210000000.0,1
rumah mewah di dekat polda jabar bandung,rancasari,rancasari,4.0,120,160,2000000000.0,1
dijual cepat rumah lokasi bagus sayap sukajadi,sukajadi,sukajadi,4.0,585,1044,23000000000.0,1
jual cepat rumah di antapani,antapani,antapani,4.0,130,169,1500000000.0,1
rumah artistik halaman luas disayap.setiabudi,ledeng,cidadap,5.0,800,1200,12000000000.0,1
"rumah dalam cluster gegerkalong 
kodya bandung",ledeng,cidadap,5.0,210,150,26000000000.0,1
rumah dijual di turangga siap huni murah,turangga,lengkong,5.0,200,280,3100000000.0,1
rumah dijual di bandung ada kos-kos an lokasi strategis cocok investasi,cibeunying kidul,cibeunying kidul,9.0,100,198,2700000000.0,1
dijual cepat rumah mewah view kota bandung dan lap.golf di golf island,dago,coblong,5.0,450,420,8500000000.0,1
rumah mewah furnished di komp.elit setra duta bandung harga ok,sukajadi,sukajadi,6.0,1500,1200,25000000000.0,1
jual cepat rumah ok siap huni furnished di jl.pariwisata-kumala garden,pasteur,sukajadi,4.0,260,202,3500000000.0,1
dijual cepat rumah asri full jati tanpa mata siap huni di sayap dago,dago,coblong,5.0,470,550,26000000000.0,1
dijual cepat rumah luas asri di sayap dipati ukur-unpad-dago bandung,dago,coblong,10.0,632,906,25000000000.0,1
dijual cepat rumah asri siap huni di komp.elit setrasari indah-sutami bandung,pasteur,sukajadi,3.0,300,415,7800000000.0,1
dijual rumah posisi hook,antapani,antapani,3.0,140,185,1650000000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 15,cicaheum,kiaracondong,2.0,50,60,512000000.0,1
nirmala ciwaruga,ledeng,cidadap,2.0,50,72,599000000.0,1
rumah mewah open space di perumahan mewah kota bandung,rancasari,rancasari,3.0,161,160,2400000000.0,1
"rumah lux di kotamadya bandung, jarang ada",rancasari,rancasari,3.0,82,90,1000000000.0,1
di jual rumah siap huni termurah  hanya 850jt di pratista antapani,antapani,antapani,4.0,75,98,850000000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 21,arcamanik,arcamanik,2.0,50,60,515000000.0,1
dijual rumah baru dan nyaman cisaranten,cisaranten wetan,cinambo,3.0,65,98,795000000.0,1
rumah dengan one gate sistem dan ekslusive club house di bandung | a 1.10.2.8-01,gedebage,gedebage,4.0,179,228,4008210000.0,1
"rumah mewah,modern serasi dgn suasana yg asri di gedebage bandungtimur | a 1.10.",gedebage,gedebage,4.0,338,634,9420570000.0,1
"rumah adem suasana hijau, dekat exit toll gedebage di bandung timur | a 1.10.2.6",gedebage,gedebage,4.0,252,228,4714170000.0,1
dijual rumah baru di komplek mewah kalijati antapani,antapani,antapani,3.0,105,93,1650000000.0,1
rumah murah cantik idaman,kopo,bojongloa kaler,2.0,45,70,230000000.0,1
dijual rumah siap huni di antapani,antapani,antapani,3.0,100,120,850000000.0,1
"rumah sirkulasi udara segar, sinar matahari seimbang di bandung timur | a 1.10.3",gedebage,gedebage,4.0,338,300,6776550000.0,1
dijual rumah di jalan antapani,antapani,antapani,2.0,50,72,1200000000.0,1
dijual rumah siap huni di dekat pasteur,pasteur,sukajadi,5.0,210,303,3500000000.0,1
jarang ada dan satu satunya rumah mewah terjangkau di kota bandung,rancasari,rancasari,2.0,40,72,799000000.0,1
dijual rumah di daerah margahayu,buahbatu,buahbatu,3.0,140,155,850000000.0,1
dijual rumah baru minimalis area saung angklung udjo phh mustofa,cibeunying kidul,cibeunying kidul,7.0,250,192,3200000000.0,1
dijual rumah murah komplek margahayu raya bebas banjir,buahbatu,buahbatu,4.0,90,144,875000000.0,1
dijual cepat tanah beserta rumah asri nyaman di bandung,cicendo,cicendo,9.0,360,488,6500000000.0,1
rumah murah di kota bandung,babakan ciparay,babakan ciparay,2.0,114,70,670000000.0,1
rumah baru 2 lantai view bandung,pasirjati,ujungberung,2.0,45,72,650000000.0,1
dijual rumah di puri dago mas antapani siap huni,antapani,antapani,3.0,90,126,1450000000.0,1
dijual rumah siap huni di buah batu,buahbatu,buahbatu,4.0,350,325,3500000000.0,1
dijual rumah minimalis siap huni antapani,antapani,antapani,2.0,60,87,980000000.0,1
rumah dijual di podomoro park,buahbatu,buahbatu,5.0,214,284,8500000000.0,1
"dijual rumah potensi kosan lokasi strategis 10 mtr jalan raya shm,",maleber,andir,4.0,150,78,1500000000.0,1
di jual cepat termurah rumah strategis sayap jl jakarta bandung,antapani,antapani,5.0,100,163,1500000000.0,1
"jual rumah mewah istimewa di cigadung, desain indah bagus banget.",cigadung,cibeunying kaler,7.0,400,352,5900000000.0,1
jual rumah kawaluyaan,buahbatu,buahbatu,4.0,270,210,1450000000.0,1
"rumah dekat itb, cigadung raya barat",cigadung,cibeunying kaler,4.0,218,109,2500000000.0,1
"rumah di perumahan sanggar hurip soekarno hatta, bandung",sekejati,buahbatu,4.0,135,168,1600000000.0,1
"dijual rumah di jl. citarum, bandung",cihapit,bandung wetan,5.0,600,911,33000000000.0,1
"dijual rumah bagus terawat di komp. alamanda, bandung",coblong,coblong,6.0,660,444,6800000000.0,1
"dijual rumah di komp. cigadung greenland, bandung",cigadung,cibeunying kaler,2.0,45,153,2000000000.0,1
"dijual rumah di jl. sanggar kencana, bandung",buahbatu,buahbatu,3.0,150,270,2800000000.0,1
dijual rumah di jl. guntur sari wetan - bandung,lengkong,lengkong,8.0,240,590,4400000000.0,1
"hunian hangat cocok untuk keluarga di kawasan sadang serang, bandung",sadangserang,coblong,5.0,350,466,14000000000.0,1
rumah usaha. surya sumantri mainroad. area komersial good location,sukawarna,sukajadi,3.0,190,125,3800000000.0,1
rumah murah puridago antapani bandung timur,antapani,antapani,4.0,160,260,2500000000.0,1
dijual rumah pharmindo cijerah kota bandung,cijerah,bandung kulon,3.0,110,100,835000000.0,1
rumah karang layung,sukajadi,sukajadi,7.0,590,1015,35000000000.0,1
rumah 2 lantai 4 kamar area buah batu bandung,buahbatu,buahbatu,4.0,300,200,3450000000.0,1
bu cepat rumah model minimalis cipaku,ledeng,cidadap,8.0,800,420,7500000000.0,1
jual rumah pusat kota bandung,regol,regol,5.0,130,170,2000000000.0,1
rumah cantik dalam komplek  di arcamanik sindanglaya bandung,arcamanik,arcamanik,2.0,36,90,590000000.0,1
rumah murah siap huni di cibiru bandung,cibiru,cibiru,2.0,50,80,485000000.0,1
dijual kost full isi masuk mobil kiaracondong,kiaracondong,kiaracondong,10.0,350,160,1450000000.0,1
rumah minimalis bagus siap huni di taman holis indah,kopo,bojongloa kaler,4.0,150,200,2500000000.0,1
"rumah baru 2 lantai di antapani, kalijati.",antapani,antapani,4.0,180,104,2250000000.0,1
dijual rumah harga invest siap pakai di setiabudi bandung,sukasari,sukasari,4.0,220,203,1600000000.0,1
rumah di dekat leuwi panjang jalan leuwi sari,kopo,bojongloa kaler,4.0,175,235,2500000000.0,1
rumah minimalis dlm kompleks sayap metro rancasari sukarno hatta,rancasari,rancasari,3.0,75,107,800000000.0,1
di jual rumah ready stock dago village ayaka,dago,coblong,3.0,145,350,6825000000.0,1
rumah tiga lantai di ujungberung bandung timur,ujungberung,ujungberung,6.0,200,240,1200000000.0,1
dijual rumah siap huni di taman rahayu i dekat tki dan holis,bandung kulon,bandung kulon,3.0,96,96,735000000.0,1
dijual rumah bisa untuk rumah kost di pajajaran bandung,cicendo,cicendo,5.0,1400,726,15000000000.0,1
dijual rumah exclusive dan mewah dengan view lembah di dago pakar,dago,coblong,4.0,203,272,4547000000.0,1
jual rumah baru jalan  kembar bandung,regol,regol,4.0,165,137,2250000000.0,1
perumahan bandung timur nagreg dekat rencana exit tol dan rumah sakit,antapani,antapani,2.0,53,67,379000000.0,1
"rumah kos murah area strategis sayap riau,langka",bandung wetan,bandung wetan,10.0,350,497,9700000000.0,1
islamic green garden rumah strategis dekat rs unisba nagreg dan tol,antapani,antapani,2.0,51,67,348000000.0,1
"rumah kolonial belanda sayap riau,jarang ada",bandung wetan,bandung wetan,5.0,390,538,14000000000.0,1
"rumah murah 2 lantai sekitar kembar,pasirluyu,bkr jarang ada",pasirluyu,regol,6.0,190,109,1200000000.0,1
dijual rumah cantik di jatihandap view kota bandung,jatihandap,mandalajati,5.0,300,212,1950000000.0,1
dijual rumah baru cantik view kota bandung,jatihandap,mandalajati,2.0,65,72,750000000.0,1
jual rumah baru n siap huni komp.margawangi - ciwastra,buahbatu,buahbatu,2.0,50,70,625000000.0,1
rumah asri di gumuruh gatsu,gumuruh,batununggal,3.0,100,158,2500000000.0,1
perumahan baru podomoro park bandung,buahbatu,buahbatu,2.0,36,60,990770000.0,1
perumahan mekarwangi ready stok,bojongloa kidul,bojongloa kidul,5.0,170,150,2950000000.0,1
rumah cantik super nyaman di singgasana pradana bandung,bojongloa kidul,bojongloa kidul,4.0,250,200,5500000000.0,1
rumah dan kostan di sriwijaya fasilitas lengkap harga nego,regol,regol,11.0,950,406,9500000000.0,1
rumah bagus ciganitri - jln.kubang mas trs.buah batu,bojongloa kidul,bojongloa kidul,5.0,180,118,650000000.0,1
rumah murah siap huni cibadak,andir,andir,2.0,48,50,475000000.0,1
rumah bandung timur pasirjati,pasirjati,ujungberung,5.0,192,165,1700000000.0,1
rumah baru di kawasan kolmas cimahi yang strategis,kiaracondong,kiaracondong,2.0,36,63,450000032.0,1
dijual griya bandung indah,buahbatu,buahbatu,3.0,60,84,485000000.0,1
dijual rumah murah harga njop bkr kembar,regol,regol,5.0,300,394,2800000000.0,1
rumah mewah baru grand sharon residence bandung,rancasari,rancasari,5.0,185,189,3646343750.0,1
rumah minimalis antapani,antapani,antapani,4.0,130,80,990000000.0,1
rumah puri ayu pratama,arcamanik,arcamanik,4.0,150,200,1980000000.0,1
rumah gaya belanda di padasuka cicaheum,padasuka,cibeunying kidul,2.0,60,72,725000000.0,1
dijual rumah hook hitung tanah di bandung.,bojongloa kidul,bojongloa kidul,2.0,120,286,3500000000.0,1
dijual rumah siap huni di ciwastra indah,buahbatu,buahbatu,3.0,75,105,600000000.0,1
dijual rumah di komp. villa ilham permata,buahbatu,buahbatu,2.0,50,128,600000000.0,1
rumah hommy 2 lantai minimalis modern,cisaranten wetan,cinambo,3.0,112,72,975000000.0,1
dijual cepat rumah baru pusat kota dekat gedung sate jarang ada,cibeunying kaler,cibeunying kaler,3.0,90,209,3265000000.0,1
dijual cepat rumah siap huni di cluster antapani 800 jutaan,antapani,antapani,2.0,48,72,860000000.0,1
jual rumah di cigadung,cigadung,cibeunying kaler,3.0,120,109,1595000000.0,1
private klaster cisaranten kulon arcamanik bandung kota,arcamanik,arcamanik,2.0,60,60,735000000.0,1
dijual rumah baru siap huni antapani kota bandung,antapani,antapani,4.0,114,96,1400000000.0,1
dijual rumah di riung arum - riung bandung,gedebage,gedebage,4.0,174,242,1400000000.0,1
rumah minimalis untuk milenial di bandung timur,buahbatu,buahbatu,2.0,47,40,654000000.0,1
rumah mewah murah seputaran cibiru bandung,cibiru,cibiru,2.0,45,60,588500000.0,1
rumah dijual di arcamanik dekat griya harga murah,arcamanik,arcamanik,3.0,150,220,1250000000.0,1
dijual rumah ruko di kepatihan bandung,regol,regol,7.0,375,267,7500000000.0,1
dijual rumah dago alamanda bandung,dago,coblong,5.0,400,350,7000000000.0,1
dijual/disewa rumah jln.halimun tampomas bandung,malabar,lengkong,5.0,450,617,16500000000.0,1
jual rumah mewah bandung pondok hujau setiabudi,ledeng,cidadap,5.0,320,286,3700000000.0,1
"rumah klasik, hook. di salah satu komplek terfavorit kota bandung",cihaurgeulis,cibeunying kaler,6.0,232,270,4900000000.0,1
di jual rumah strategis di area sayap pajajaran,pajajaran,cicendo,2.0,77,110,1600000000.0,1
jual rumah di setra duta purnama,pasteur,sukajadi,5.0,600,815,15000000000.0,1
dijual rumah minimalis di lokasi strategis arcamanik,arcamanik,arcamanik,2.0,50,107,750000000.0,1
jual rumah bagus di cigadung,cigadung,cibeunying kaler,5.0,200,189,2900000000.0,1
rumah moderen dengan view kota dan gunung di resort dago pakar bandung,dago,coblong,5.0,405,512,6800000000.0,1
jual rumah adem dan nyaman lokasi sayap dago,dago,coblong,6.0,400,600,19000000000.0,1
rumah hook komplek bandung inten murah (nego sampai jadi),gedebage,gedebage,2.0,60,156,825000000.0,1
dijual rumah pusat kota turangga bandung,turangga,lengkong,4.0,200,280,3100000000.0,1
jual rumah di batununggal,batununggal,bandung kidul,4.0,160,200,2600000000.0,1
jual rumah di cigadung bandung,dago,coblong,3.0,160,190,3850000000.0,1
rumah mezzanine pataruman dkt margaasih cijerah nanjung kopo gempol,cijerah,bandung kulon,3.0,45,70,580000000.0,1
jual rumah di awiligar regency,cigadung,cibeunying kaler,3.0,110,165,1300000000.0,1
dijual rumah murah di cisaranten kulon arcamanik,cisaranten kulon,arcamanik,2.0,165,287,1250000000.0,1
rumah murah kawaluyaan,antapani,antapani,4.0,182,204,1500000000.0,1
"rumah besar dan mewah, semua kamar tidur di atas",rancasari,rancasari,3.0,161,106,2400000000.0,1
dijual rumah mewah di kawaluyaan indah-buah batu bandung,buahbatu,buahbatu,4.0,500,507,3700000000.0,1
dijual hunian lux furnished di pasteur-sukasari,sukajadi,sukajadi,4.0,460,327,7500000000.0,1
dijual rumah 2 lantai siap huni di cijagra - buah batu,buahbatu,buahbatu,4.0,120,228,4200000000.0,1
di jual cepat rumah villa di royal view residence ciwaruga gegerkalong,gegerkalong,sukasari,3.0,110,254,1000000000.0,1
dijual rumah lama terawat 2 lantai lokasi di sayap batununggal,batununggal,bandung kidul,6.0,300,350,5000000000.0,1
rumah murah siap huni cikutra,dago,coblong,6.0,300,115,2350000000.0,1
dijual rumah bagus siap huni minimalis di pinus regency,cinambo,cinambo,2.0,45,75,650000000.0,1
rumah kompleks  di gegerkalong bandung urats,gegerkalong,sukasari,5.0,300,440,4500000000.0,1
rumah baru design elegan  banyak bukaan di area babakan sari,kiaracondong,kiaracondong,3.0,176,136,1850000000.0,1
rumah di pusat kota bandung wastukencana.,bandung wetan,bandung wetan,8.0,512,531,9500000000.0,1
dijual rumah di komplek daerah antapani,antapani,antapani,3.0,130,108,1300000000.0,1
rumah baru murah mulyagolf bandung,cinambo,cinambo,2.0,47,64,600000000.0,1
"on progress
rumah baru asri dan homey full renovasi",ledeng,cidadap,4.0,250,445,3800000000.0,1
hunian semi modern sangat cocok untuk rumah tinggal,pasteur,sukajadi,4.0,300,360,4750000000.0,1
dijual rumah baru minimalis harga murah cisaranten,cisaranten kulon,arcamanik,3.0,70,95,850000000.0,1
"jarang ada dan satu satunya rumah mewah terjangkau ciwastra, bandung",rancasari,rancasari,2.0,70,72,949500000.0,1
rumah di kota bandung 2 lantai dekat upi cibiru 26,ujungberung,ujungberung,2.0,50,60,600000000.0,1
dijual rumah di jalan antapani,antapani,antapani,3.0,124,91,930000000.0,1
"dijual rumah + kostan di jl. sukahaji permai, bandung",sukasari,sukasari,10.0,200,465,3500000000.0,1
"dijual rumah di jl. gunung mas, ciumbuleuit",cidadap,cidadap,8.0,440,6072,40000000000.0,1
dijual rumah kostan di gg. karapitan - bandung,lengkong,lengkong,8.0,200,112,2000000000.0,1
"dijual  rumah di jl. gambuh, turangga - bandung",lengkong,lengkong,4.0,200,280,3350000000.0,1
dijual rumah di jl. sukahaji indah - bandung,sukasari,sukasari,5.0,662,526,8000000000.0,1
dijual rumah di jl. ir. h. djuanda - dago,coblong,coblong,10.0,500,2822,126990000000.0,1
jual cepat lagi bu.bisa juga over kredit.,mandalajati,mandalajati,2.0,72,72,600000000.0,1
dijual rumah di jalan golf,cisaranten kulon,arcamanik,5.0,250,353,2500000000.0,1
rumah murah siap huni di arcamanik sukamiskin dekat antapani (bu),batununggal,bandung kidul,4.0,145,208,2600000000.0,1
dijual rumah harga di bawah pasaran di arcamanik dekat antapani,antapani,antapani,4.0,145,208,2600000000.0,1
dijual rumah nyaman siap huni cisaranten nego sampai deal,cisaranten kulon,arcamanik,2.0,50,87,875000000.0,1
jual cepat rumah siap huni di buah batu,buahbatu,buahbatu,5.0,220,214,1750000000.0,1
dijual rumah asri cantik view pemandangan,ledeng,cidadap,8.0,450,320,5200000000.0,1
jual rumah bandung dekat pusat kota cicaheum jatihandap mandalajati pasteur,jatihandap,mandalajati,3.0,62,62,1044800000.0,1
jual rumah industrial style cikutra,kiaracondong,kiaracondong,2.0,168,124,1600000000.0,1
dijual rumah siap huni di sayap riau,bandung wetan,bandung wetan,3.0,490,488,14500000000.0,1
mulya golf residance,cinambo,cinambo,2.0,50,92,795000000.0,1
rumah kosan pinggir nhi bandung,ledeng,cidadap,8.0,225,314,3400000000.0,1
tinggal 2 unit lagi  rumah termurah di jatihandap dekat pusat kota,jatihandap,mandalajati,2.0,36,93,470000000.0,1
dijual rumah lux terawat di setraduta,gegerkalong,sukasari,6.0,409,616,15000000000.0,1
dijual rumah minimalis di tki,kopo,bojongloa kaler,3.0,96,96,975000000.0,1
dijual rumah siap huni terawat di setiabudi regency,ledeng,cidadap,5.0,420,366,6500000000.0,1
"dijual rumah jl multatuli, kel. lebak gede, kec. coblong, bandung",coblong,coblong,5.0,487,650,18900000000.0,1
rumah super lux di tubagus ismail dago,dago,coblong,6.0,517,1000,22500000000.0,1
"rumah di cigadung, dekat itb",cigadung,cibeunying kaler,3.0,120,100,1850000000.0,1
"rumah di riau martadinata, pusat kota bandung",bandung wetan,bandung wetan,5.0,600,452,15000000000.0,1
"rumah baru, full furnished, di perumahan grand sharon bandung",rancasari,rancasari,2.0,50,100,1300000000.0,1
dijual ruko 3 lantai mainroad cisaranten,cisaranten kulon,arcamanik,2.0,150,50,1600000000.0,1
dijual rumah baru di antapani kidul sayap pratista,antapani,antapani,4.0,150,115,1600000000.0,1
rumah baru siap huni di arcamanik dekat sport jabar strategis,arcamanik,arcamanik,3.0,110,111,1500000000.0,1
dijual rumah baru di antapani kidul,antapani,antapani,3.0,150,115,1600000000.0,1
